timestamp,linkrate_kbps
903,1118.97
904,975.30
905,775.98
906,735.80
907,565.54
908,571.18
909,504.28
911,155.60
931,16.48
932,193.13
933,477.43
934,491.40
935,546.38
936,573.86
937,635.14
938,457.42
939,604.94
940,731.13
941,774.81
942,811.45
943,560.50
944,754.61
945,738.50
946,771.42
947,707.26
948,585.24
949,725.00
951,562.54
952,100.52
953,524.21
954,654.49
955,516.40
956,452.39
957,590.65
958,683.03
959,468.20
960,365.96
961,556.16
962,443.96
963,594.10
964,515.51
965,571.36
966,581.63
967,534.36
968,699.63
969,675.77
970,704.58
971,699.52
972,789.77
973,579.57
974,848.26
976,660.01
977,796.96
978,811.19
979,584.80
980,857.20
981,641.66
982,745.26
983,612.52
984,476.05
985,683.04
986,819.19
987,770.97
988,1067.71
989,827.37
990,984.45
991,766.34
992,906.69
993,796.34
994,809.19
996,569.10
997,713.51
998,696.67
999,795.32
1000,546.60
1001,747.92
1002,768.36
1003,597.04
1004,859.97
1005,580.64
1006,773.89
1007,568.21
1008,727.09
1010,661.58
1011,903.92
1012,555.65
1013,237.45
1014,815.44
1015,519.30
1016,567.78
1017,490.99
1018,645.81
1020,286.98
1021,564.25
1022,689.64
1023,671.37
1024,701.85
1025,677.77
1026,502.01
1027,687.12
1028,777.83
1029,560.94
1030,762.13
1031,440.15
1032,631.76
1033,511.01
1034,605.55
1035,608.50
1036,619.36
1037,627.71
1038,674.79
1039,650.94
1040,585.22
1041,398.96
1042,551.75
1043,456.36
1044,433.21
1045,453.10
1046,460.75
1047,455.55
1048,343.77
1050,366.16
1051,521.66
1052,445.54
1053,427.51
1054,417.46
1055,445.18
1056,310.10
1057,415.46
1058,372.49
1059,530.42
1060,432.01
1061,455.63
1062,520.86
1063,509.28
1064,352.77
1065,433.43
1066,322.09
1067,396.99
1068,211.34
1069,346.74
1070,354.07
1071,211.91
1072,263.08
1073,264.76
1074,933.57
1076,772.38
1077,1189.68
1078,508.51
1079,1036.71
1080,683.80
1081,322.10
1082,642.90
1083,1028.25
1084,510.84
1085,747.52
1086,680.24
1087,742.55
1088,696.27
1089,525.96
1090,963.64
1091,609.95
1092,402.41
1093,376.05
1094,607.16
1095,718.07
1097,451.86
1098,626.06
1099,369.14
1100,228.58
1101,238.62
1102,166.52
1103,130.52
1104,116.88
1105,104.23
1106,96.43
1107,131.20
1108,189.60
1109,161.82
1110,274.57
1111,371.72
1112,325.42
1113,328.82
1114,456.32
1116,358.57
1117,292.80
1118,292.85
1119,260.62
1120,352.27
1121,486.84
1122,520.17
1123,655.57
1124,473.32
1125,582.89
1126,432.38
1127,511.53
1128,520.86
1129,353.82
1130,554.23
1131,438.73
1132,519.40
1133,658.35
1134,550.60
1135,454.09
1136,424.84
1137,482.35
1138,155.00
1139,442.31
1140,521.05
1141,316.88
1142,294.07
1144,461.82
1145,198.77
1146,292.85
1147,146.28
1148,909.37
1149,539.06
1150,605.85
1151,742.44
1152,1017.09
1153,811.24
1154,963.44
1155,1051.56
1156,719.34
1157,853.75
1158,489.06
1159,619.49
1160,583.12
1161,448.37
1162,420.43
1163,368.12
1164,371.95
1165,427.92
1166,318.17
1167,486.06
1168,580.00
1170,652.67
1171,770.81
1172,283.58
1173,601.13
1174,484.67
1175,561.28
1176,658.63
1177,695.06
1178,759.38
1179,553.23
1180,866.88
1181,872.63
1182,919.08
1183,879.94
1184,624.66
1185,734.36
1186,958.89
1187,612.69
1188,667.89
1189,518.77
1190,418.79
1192,330.39
1193,339.63
1194,314.81
1195,361.61
1196,146.97
1197,238.86
1198,192.75
1199,368.05
1200,357.15
1201,379.96
1202,429.60
1203,188.58
1204,275.72
1205,164.35
1207,424.19
1208,270.01
1209,296.77
1210,399.88
1211,262.94
1212,222.05
1213,157.21
1214,184.28
1215,112.03
1216,559.54
1217,473.30
1218,409.35
1219,505.57
1220,466.57
1221,297.13
1222,348.25
1223,403.37
1224,234.09
1225,299.32
1226,400.92
1227,273.51
1228,252.55
1229,160.96
1230,195.04
1232,168.99
1233,237.05
1234,170.83
1235,166.32
1236,200.81
1237,116.88
1238,42.39
1239,148.75
1240,216.71
1241,262.27
1242,262.42
1243,400.26
1244,296.70
1245,654.89
1246,476.76
1247,421.19
1248,322.36
1249,365.14
1250,384.66
1251,489.24
1252,410.50
1253,736.73
1254,846.02
1256,556.80
1257,403.38
1258,229.96
1259,130.64
1260,143.61
1262,69.15
1263,437.58
1264,170.88
1265,254.10
1266,255.25
1267,400.92
1268,481.68
1269,317.15
1270,421.33
1271,317.42
1273,332.61
1274,420.59
1275,356.19
1276,570.90
1277,541.01
1278,513.59
1279,635.51
1280,593.70
1281,613.62
1282,674.56
1283,748.67
1284,502.05
1285,375.59
1286,376.77
1287,1169.73
1288,889.59
1289,1130.93
1290,875.06
1291,925.32
1292,603.13
1293,651.87
1294,707.51
1295,744.18
1296,644.46
1297,314.23
1298,202.79
1299,467.06
1300,341.24
1301,334.34
1302,371.72
1303,633.50
1304,566.69
1305,806.29
1306,759.63
1307,1049.96
1308,839.56
1309,961.25
1311,1067.29
1312,1075.29
1313,1091.74
1314,1072.75
1315,1135.71
1316,1177.87
1317,1277.97
1318,1004.17
1319,1102.51
1320,977.13
1321,1208.53
1322,1230.79
1323,1509.68
1325,1133.24
1326,1024.28
1327,965.76
1328,930.79
1329,1031.30
1331,795.87
1332,1208.48
1333,855.98
1334,852.58
1335,607.23
1336,760.06
1337,728.10
1338,524.36
1339,582.39
1340,523.92
1341,411.35
1342,365.31
1343,485.64
1344,576.91
1345,359.22
1346,530.45
1347,505.90
1348,345.16
1349,350.63
1350,140.29
1351,779.62
1352,987.09
1353,761.31
1354,716.50
1355,928.17
1356,1008.54
1357,783.42
1358,968.08
1359,723.66
1360,750.39
1362,691.46
1363,745.20
1364,782.28
1365,741.17
1366,892.10
1367,885.12
1368,891.42
1369,838.82
1370,1174.93
1371,868.47
1372,747.11
1373,917.21
1374,1093.31
1375,961.48
1376,948.18
1377,969.73
1378,764.27
1379,964.88
1381,687.94
1382,823.37
1383,856.86
1384,725.43
1385,913.23
1386,789.08
1387,1022.82
1388,606.25
1389,1059.53
1390,745.31
1391,781.26
1392,887.39
1393,868.37
1394,914.66
1395,1054.30
1396,1062.37
1397,1023.57
1398,1219.74
1400,793.99
1401,857.85
1402,1034.29
1403,1072.99
1404,1041.46
1405,946.38
1406,1116.28
1407,1085.77
1408,1441.36
1409,1008.23
1410,844.79
1411,1266.73
1412,851.99
1413,441.21
1414,813.16
1415,678.41
1416,707.50
1418,940.60
1419,1090.33
1420,819.05
1421,1118.17
1422,719.83
1423,918.49
1424,770.97
1425,821.03
1426,843.81
1427,586.95
1428,857.85
1429,544.30
1430,388.83
1431,476.94
1433,707.67
1434,649.49
1435,676.41
1436,679.55
1437,826.08
1438,723.34
1439,740.61
1440,836.25
1441,628.07
1442,884.33
1443,1235.62
1444,887.29
1445,1114.70
1446,654.80
1447,804.56
1448,559.58
1449,847.03
1451,577.61
1452,595.99
1453,993.94
1454,623.43
1455,708.31
1456,479.63
1457,533.32
1458,417.60
1460,800.41
1461,993.71
1462,1074.76
1463,1019.32
1464,948.87
1465,1075.11
1466,950.15
1467,990.21
1468,950.04
1469,837.78
1470,856.43
1471,970.29
1473,1102.09
1474,987.28
1475,834.43
1476,688.54
1477,681.97
1478,455.81
1479,585.40
1480,763.11
1482,740.60
1483,456.54
1484,720.30
1485,705.76
1486,643.73
1487,409.31
1488,767.90
1489,660.53
1490,744.42
1491,732.07
1492,671.18
1493,548.95
1494,700.29
1495,1035.80
1496,948.82
1497,1081.54
1498,1013.45
1499,1198.42
1500,1112.65
1501,1176.79
1502,1163.16
1503,1228.74
1504,1028.90
1505,1318.99
1507,1015.61
1508,1285.37
1509,1298.92
1510,1300.68
1511,1416.44
1511,2155.64
